topic,premise,claim,mace_ibm,hidden_reasoning_keyword,claim_keyword,premise_keyword
Compulsory voting,too many people do not take responsibility for their part in democracy,We should introduce compulsory voting,0.275119557,makes more people go out and express themselves through voting which prevents them from taking,Compulsory voting,no responsibility for their part in democracy
Compulsory voting,too many people do not take responsibility for their part in democracy,We should introduce compulsory voting,0.275119557,should be enacted to promote citizens',Compulsory voting,responsibility for their part in democracy
Compulsory voting,people are supposed to vote and should be required to do so because that would assure that a person is elected that the people really want.,We should introduce compulsory voting,0.143566847,to practice people a right to vote,introduce compulsory voting,to ensure that a person is elected that the people really want.
Compulsory voting,people are supposed to vote and should be required to do so because that would assure that a person is elected that the people really want.,We should introduce compulsory voting,0.143566847,involves all those in the candidates district/ or area meaning,Introducing compulsory voting,candidates assuredly represent all people.
Compulsory voting,people are supposed to vote and should be required to do so because that would assure that a person is elected that the people really want.,We should introduce compulsory voting,0.143566847,forces every person in an electorate to cast a ballot which will,Introducing compulsory voting,assure that a person is elected that the people really want
Whaling,they are endangers and should be protected,We should ban whaling,0.056836746,avoids excessive killing of whales which helps,banning whaling,protection of endangered whales
Whaling,they are endangers and should be protected,We should ban whaling,0.056836746,would help prevent the extinction of whales and provide,Banning whaling,protection
Whaling,they are endangers and should be protected,We should ban whaling,0.056836746,"allows whales to breed and interact with species, including their own naturally allowing",Outlawing whaling,Whales can come back from near extinction
Whaling,We can conduct plenty of scientific studies on whales without taking their lives.,We should ban whaling,0.455218178,Enables studies to be conducted without whales losing their lives,Banning of whaling,scientific studies on whales without taking their lives
Whaling,We can conduct plenty of scientific studies on whales without taking their lives.,We should ban whaling,0.455218178,"Saves whales from extinction, allowing study, possible Earth saving knowledge meaning",Banning Whaling,Whales are available for future scientific studies
Zoos,"it's cruel to keep wild animals caged up for our entertainment, they should be in their natural environment.",We should abolish zoos,0.753811569,People mistreat animals at the zoo,abolish zoos,"it's cruel to keep wild animals caged up for our entertainment, they should be in their natural environment"
Zoos,"it's cruel to keep wild animals caged up for our entertainment, they should be in their natural environment.",We should abolish zoos,0.753811569,Zoos are ultimately harmful to animals,zoos should be banned,they do not provide enough resources for the animals in their care.
Zoos,"it's cruel to keep wild animals caged up for our entertainment, they should be in their natural environment.",We should abolish zoos,0.753811569,frees animals caged inside zoos meaning that,Abolishing zoos,Animals live freely in nature.
